profileID,respID,qID,altID,obsID,price,type,freshness,image
67,616,6,2,3696,4,Gala,Average,gala.jpg
97,616,6,3,3696,3.5,Gala,Poor,gala.jpg
75,617,1,1,3697,1,Red Delicious,Poor,redDelicious.jpg
86,617,1,2,3697,2.5,Fuji,Poor,fuji.jpg
96,617,1,3,3697,3.5,Fuji,Poor,fuji.jpg
17,617,2,1,3698,2.5,Gala,Excellent,gala.jpg
78,617,2,2,3698,1.5,Honeycrisp,Poor,honeycrisp.jpg
15,617,2,3,3698,2,Red Delicious,Excellent,redDelicious.jpg
84,617,3,1,3699,2,Pink Lady,Poor,pinkLady.jpg
64,617,3,2,3699,3.5,Pink Lady,Average,pinkLady.jpg
45,617,3,3,3699,1.5,Red Delicious,Average,redDelicious.jpg
27,617,4,1,3700,3.5,Gala,Excellent,gala.jpg
31,617,4,2,3700,4,Fuji,Excellent,fuji.jpg
64,617,4,3,3700,3.5,Pink Lady,Average,pinkLady.jpg
10,617,5,1,3701,1.5,Red Delicious,Excellent,redDelicious.jpg
62,617,5,2,3701,3.5,Gala,Average,gala.jpg
30,617,5,3,3701,3.5,Red Delicious,Excellent,redDelicious.jpg
83,617,6,1,3702,2,Honeycrisp,Poor,honeycrisp.jpg
92,617,6,2,3702,3,Gala,Poor,gala.jpg
87,617,6,3,3702,2.5,Gala,Poor,gala.jpg
75,618,1,1,3703,1,Red Delicious,Poor,redDelicious.jpg
98,618,1,2,3703,3.5,Honeycrisp,Poor,honeycrisp.jpg
40,618,1,3,3703,1,Red Delicious,Average,redDelicious.jpg
29,618,2,1,3704,3.5,Pink Lady,Excellent,pinkLady.jpg
94,618,2,2,3704,3,Pink Lady,Poor,pinkLady.jpg
31,618,2,3,3704,4,Fuji,Excellent,fuji.jpg
18,618,3,1,3705,2.5,Honeycrisp,Excellent,honeycrisp.jpg
12,618,3,2,3705,2,Gala,Excellent,gala.jpg
37,618,3,3,3705,1,Gala,Average,gala.jpg
76,618,4,1,3706,1.5,Fuji,Poor,fuji.jpg
1,618,4,2,3706,1,Fuji,Excellent,fuji.jpg
45,618,4,3,3706,1.5,Red Delicious,Average,redDelicious.jpg
39,618,5,1,3707,1,Pink Lady,Average,pinkLady.jpg
104,618,5,2,3707,4,Pink Lady,Poor,pinkLady.jpg
76,618,5,3,3707,1.5,Fuji,Poor,fuji.jpg
84,618,6,1,3708,2,Pink Lady,Poor,pinkLady.jpg
17,618,6,2,3708,2.5,Gala,Excellent,gala.jpg
1,618,6,3,3708,1,Fuji,Excellent,fuji.jpg
90,619,1,1,3709,2.5,Red Delicious,Poor,redDelicious.jpg
103,619,1,2,3709,4,Honeycrisp,Poor,honeycrisp.jpg
85,619,1,3,3709,2,Red Delicious,Poor,redDelicious.jpg
31,619,2,1,3710,4,Fuji,Excellent,fuji.jpg
84,619,2,2,3710,2,Pink Lady,Poor,pinkLady.jpg
82,619,2,3,3710,2,Gala,Poor,gala.jpg
83,619,3,1,3711,2,Honeycrisp,Poor,honeycrisp.jpg
61,619,3,2,3711,3.5,Fuji,Average,fuji.jpg
69,619,3,3,3711,4,Pink Lady,Average,pinkLady.jpg
16,619,4,1,3712,2.5,Fuji,Excellent,fuji.jpg
32,619,4,2,3712,4,Gala,Excellent,gala.jpg
87,619,4,3,3712,2.5,Gala,Poor,gala.jpg
73,619,5,1,3713,1,Honeycrisp,Poor,honeycrisp.jpg
1,619,5,2,3713,1,Fuji,Excellent,fuji.jpg
5,619,5,3,3713,1,Red Delicious,Excellent,redDelicious.jpg
49,619,6,1,3714,2,Pink Lady,Average,pinkLady.jpg
69,619,6,2,3714,4,Pink Lady,Average,pinkLady.jpg
23,619,6,3,3714,3,Honeycrisp,Excellent,honeycrisp.jpg
65,620,1,1,3715,3.5,Red Delicious,Average,redDelicious.jpg
85,620,1,2,3715,2,Red Delicious,Poor,redDelicious.jpg
49,620,1,3,3715,2,Pink Lady,Average,pinkLady.jpg
69,620,2,1,3716,4,Pink Lady,Average,pinkLady.jpg
5,620,2,2,3716,1,Red Delicious,Excellent,redDelicious.jpg
64,620,2,3,3716,3.5,Pink Lady,Average,pinkLady.jpg
22,620,3,1,3717,3,Gala,Excellent,gala.jpg
78,620,3,2,3717,1.5,Honeycrisp,Poor,honeycrisp.jpg
61,620,3,3,3717,3.5,Fuji,Average,fuji.jpg
32,620,4,1,3718,4,Gala,Excellent,gala.jpg
96,620,4,2,3718,3.5,Fuji,Poor,fuji.jpg
33,620,4,3,3718,4,Honeycrisp,Excellent,honeycrisp.jpg
81,620,5,1,3719,2,Fuji,Poor,fuji.jpg
74,620,5,2,3719,1,Pink Lady,Poor,pinkLady.jpg
50,620,5,3,3719,2,Red Delicious,Average,redDelicious.jpg
85,620,6,1,3720,2,Red Delicious,Poor,redDelicious.jpg
44,620,6,2,3720,1.5,Pink Lady,Average,pinkLady.jpg
103,620,6,3,3720,4,Honeycrisp,Poor,honeycrisp.jpg
94,621,1,1,3721,3,Pink Lady,Poor,pinkLady.jpg
43,621,1,2,3721,1.5,Honeycrisp,Average,honeycrisp.jpg
33,621,1,3,3721,4,Honeycrisp,Excellent,honeycrisp.jpg
29,621,2,1,3722,3.5,Pink Lady,Excellent,pinkLady.jpg
30,621,2,2,3722,3.5,Red Delicious,Excellent,redDelicious.jpg
25,621,2,3,3722,3,Red Delicious,Excellent,redDelicious.jpg
50,621,3,1,3723,2,Red Delicious,Average,redDelicious.jpg
18,621,3,2,3723,2.5,Honeycrisp,Excellent,honeycrisp.jpg
37,621,3,3,3723,1,Gala,Average,gala.jpg
102,621,4,1,3724,4,Gala,Poor,gala.jpg
75,621,4,2,3724,1,Red Delicious,Poor,redDelicious.jpg
39,621,4,3,3724,1,Pink Lady,Average,pinkLady.jpg
62,621,5,1,3725,3.5,Gala,Average,gala.jpg
13,621,5,2,3725,2,Honeycrisp,Excellent,honeycrisp.jpg
38,621,5,3,3725,1,Honeycrisp,Average,honeycrisp.jpg
91,621,6,1,3726,3,Fuji,Poor,fuji.jpg
100,621,6,2,3726,3.5,Red Delicious,Poor,redDelicious.jpg
14,621,6,3,3726,2,Pink Lady,Excellent,pinkLady.jpg
12,622,1,1,3727,2,Gala,Excellent,gala.jpg
44,622,1,2,3727,1.5,Pink Lady,Average,pinkLady.jpg
81,622,1,3,3727,2,Fuji,Poor,fuji.jpg
57,622,2,1,3728,3,Gala,Average,gala.jpg
5,622,2,2,3728,1,Red Delicious,Excellent,redDelicious.jpg
18,622,2,3,3728,2.5,Honeycrisp,Excellent,honeycrisp.jpg
1,622,3,1,3729,1,Fuji,Excellent,fuji.jpg
101,622,3,2,3729,4,Fuji,Poor,fuji.jpg
71,622,3,3,3729,1,Fuji,Poor,fuji.jpg
25,622,4,1,3730,3,Red Delicious,Excellent,redDelicious.jpg
2,622,4,2,3730,1,Gala,Excellent,gala.jpg
19,622,4,3,3730,2.5,Pink Lady,Excellent,pinkLady.jpg
70,622,5,1,3731,4,Red Delicious,Average,redDelicious.jpg
5,622,5,2,3731,1,Red Delicious,Excellent,redDelicious.jpg
74,622,5,3,3731,1,Pink Lady,Poor,pinkLady.jpg
35,622,6,1,3732,4,Red Delicious,Excellent,redDelicious.jpg
93,622,6,2,3732,3,Honeycrisp,Poor,honeycrisp.jpg
71,622,6,3,3732,1,Fuji,Poor,fuji.jpg
72,623,1,1,3733,1,Gala,Poor,gala.jpg
60,623,1,2,3733,3,Red Delicious,Average,redDelicious.jpg
19,623,1,3,3733,2.5,Pink Lady,Excellent,pinkLady.jpg
23,623,2,1,3734,3,Honeycrisp,Excellent,honeycrisp.jpg
20,623,2,2,3734,2.5,Red Delicious,Excellent,redDelicious.jpg
62,623,2,3,3734,3.5,Gala,Average,gala.jpg
28,623,3,1,3735,3.5,Honeycrisp,Excellent,honeycrisp.jpg
68,623,3,2,3735,4,Honeycrisp,Average,honeycrisp.jpg
102,623,3,3,3735,4,Gala,Poor,gala.jpg
56,623,4,1,3736,3,Fuji,Average,fuji.jpg
31,623,4,2,3736,4,Fuji,Excellent,fuji.jpg
103,623,4,3,3736,4,Honeycrisp,Poor,honeycrisp.jpg
54,623,5,1,3737,2.5,Pink Lady,Average,pinkLady.jpg
68,623,5,2,3737,4,Honeycrisp,Average,honeycrisp.jpg
94,623,5,3,3737,3,Pink Lady,Poor,pinkLady.jpg
84,623,6,1,3738,2,Pink Lady,Poor,pinkLady.jpg
86,623,6,2,3738,2.5,Fuji,Poor,fuji.jpg
3,623,6,3,3738,1,Honeycrisp,Excellent,honeycrisp.jpg
71,624,1,1,3739,1,Fuji,Poor,fuji.jpg
80,624,1,2,3739,1.5,Red Delicious,Poor,redDelicious.jpg
94,624,1,3,3739,3,Pink Lady,Poor,pinkLady.jpg
96,624,2,1,3740,3.5,Fuji,Poor,fuji.jpg
95,624,2,2,3740,3,Red Delicious,Poor,redDelicious.jpg
18,624,2,3,3740,2.5,Honeycrisp,Excellent,honeycrisp.jpg
65,624,3,1,3741,3.5,Red Delicious,Average,redDelicious.jpg
35,624,3,2,3741,4,Red Delicious,Excellent,redDelicious.jpg
104,624,3,3,3741,4,Pink Lady,Poor,pinkLady.jpg
60,624,4,1,3742,3,Red Delicious,Average,redDelicious.jpg
45,624,4,2,3742,1.5,Red Delicious,Average,redDelicious.jpg
6,624,4,3,3742,1.5,Fuji,Excellent,fuji.jpg
60,624,5,1,3743,3,Red Delicious,Average,redDelicious.jpg
71,624,5,2,3743,1,Fuji,Poor,fuji.jpg
19,624,5,3,3743,2.5,Pink Lady,Excellent,pinkLady.jpg
54,624,6,1,3744,2.5,Pink Lady,Average,pinkLady.jpg
35,624,6,2,3744,4,Red Delicious,Excellent,redDelicious.jpg
68,624,6,3,3744,4,Honeycrisp,Average,honeycrisp.jpg
19,625,1,1,3745,2.5,Pink Lady,Excellent,pinkLady.jpg
47,625,1,2,3745,2,Gala,Average,gala.jpg
41,625,1,3,3745,1.5,Fuji,Average,fuji.jpg
4,625,2,1,3746,1,Pink Lady,Excellent,pinkLady.jpg
82,625,2,2,3746,2,Gala,Poor,gala.jpg
9,625,2,3,3746,1.5,Pink Lady,Excellent,pinkLady.jpg
91,625,3,1,3747,3,Fuji,Poor,fuji.jpg
49,625,3,2,3747,2,Pink Lady,Average,pinkLady.jpg
62,625,3,3,3747,3.5,Gala,Average,gala.jpg
43,625,4,1,3748,1.5,Honeycrisp,Average,honeycrisp.jpg
35,625,4,2,3748,4,Red Delicious,Excellent,redDelicious.jpg
62,625,4,3,3748,3.5,Gala,Average,gala.jpg
76,625,5,1,3749,1.5,Fuji,Poor,fuji.jpg
45,625,5,2,3749,1.5,Red Delicious,Average,redDelicious.jpg
58,625,5,3,3749,3,Honeycrisp,Average,honeycrisp.jpg
103,625,6,1,3750,4,Honeycrisp,Poor,honeycrisp.jpg
78,625,6,2,3750,1.5,Honeycrisp,Poor,honeycrisp.jpg
58,625,6,3,3750,3,Honeycrisp,Average,honeycrisp.jpg
95,626,1,1,3751,3,Red Delicious,Poor,redDelicious.jpg
7,626,1,2,3751,1.5,Gala,Excellent,gala.jpg
8,626,1,3,3751,1.5,Honeycrisp,Excellent,honeycrisp.jpg
80,626,2,1,3752,1.5,Red Delicious,Poor,redDelicious.jpg
87,626,2,2,3752,2.5,Gala,Poor,gala.jpg
54,626,2,3,3752,2.5,Pink Lady,Average,pinkLady.jpg
12,626,3,1,3753,2,Gala,Excellent,gala.jpg
24,626,3,2,3753,3,Pink Lady,Excellent,pinkLady.jpg
48,626,3,3,3753,2,Honeycrisp,Average,honeycrisp.jpg
45,626,4,1,3754,1.5,Red Delicious,Average,redDelicious.jpg
4,626,4,2,3754,1,Pink Lady,Excellent,pinkLady.jpg
96,626,4,3,3754,3.5,Fuji,Poor,fuji.jpg
92,626,5,1,3755,3,Gala,Poor,gala.jpg
18,626,5,2,3755,2.5,Honeycrisp,Excellent,honeycrisp.jpg
24,626,5,3,3755,3,Pink Lady,Excellent,pinkLady.jpg
61,626,6,1,3756,3.5,Fuji,Average,fuji.jpg
86,626,6,2,3756,2.5,Fuji,Poor,fuji.jpg
58,626,6,3,3756,3,Honeycrisp,Average,honeycrisp.jpg
75,627,1,1,3757,1,Red Delicious,Poor,redDelicious.jpg
62,627,1,2,3757,3.5,Gala,Average,gala.jpg
72,627,1,3,3757,1,Gala,Poor,gala.jpg
90,627,2,1,3758,2.5,Red Delicious,Poor,redDelicious.jpg
20,627,2,2,3758,2.5,Red Delicious,Excellent,redDelicious.jpg
82,627,2,3,3758,2,Gala,Poor,gala.jpg
30,627,3,1,3759,3.5,Red Delicious,Excellent,redDelicious.jpg
88,627,3,2,3759,2.5,Honeycrisp,Poor,honeycrisp.jpg
58,627,3,3,3759,3,Honeycrisp,Average,honeycrisp.jpg
42,627,4,1,3760,1.5,Gala,Average,gala.jpg
45,627,4,2,3760,1.5,Red Delicious,Average,redDelicious.jpg
56,627,4,3,3760,3,Fuji,Average,fuji.jpg
64,627,5,1,3761,3.5,Pink Lady,Average,pinkLady.jpg
46,627,5,2,3761,2,Fuji,Average,fuji.jpg
63,627,5,3,3761,3.5,Honeycrisp,Average,honeycrisp.jpg
37,627,6,1,3762,1,Gala,Average,gala.jpg
102,627,6,2,3762,4,Gala,Poor,gala.jpg
49,627,6,3,3762,2,Pink Lady,Average,pinkLady.jpg
76,628,1,1,3763,1.5,Fuji,Poor,fuji.jpg
96,628,1,2,3763,3.5,Fuji,Poor,fuji.jpg
91,628,1,3,3763,3,Fuji,Poor,fuji.jpg
47,628,2,1,3764,2,Gala,Average,gala.jpg
92,628,2,2,3764,3,Gala,Poor,gala.jpg
61,628,2,3,3764,3.5,Fuji,Average,fuji.jpg
90,628,3,1,3765,2.5,Red Delicious,Poor,redDelicious.jpg
2,628,3,2,3765,1,Gala,Excellent,gala.jpg
42,628,3,3,3765,1.5,Gala,Average,gala.jpg
95,628,4,1,3766,3,Red Delicious,Poor,redDelicious.jpg
98,628,4,2,3766,3.5,Honeycrisp,Poor,honeycrisp.jpg
33,628,4,3,3766,4,Honeycrisp,Excellent,honeycrisp.jpg
92,628,5,1,3767,3,Gala,Poor,gala.jpg
62,628,5,2,3767,3.5,Gala,Average,gala.jpg
9,628,5,3,3767,1.5,Pink Lady,Excellent,pinkLady.jpg
104,628,6,1,3768,4,Pink Lady,Poor,pinkLady.jpg
95,628,6,2,3768,3,Red Delicious,Poor,redDelicious.jpg
42,628,6,3,3768,1.5,Gala,Average,gala.jpg
29,629,1,1,3769,3.5,Pink Lady,Excellent,pinkLady.jpg
77,629,1,2,3769,1.5,Gala,Poor,gala.jpg
9,629,1,3,3769,1.5,Pink Lady,Excellent,pinkLady.jpg
12,629,2,1,3770,2,Gala,Excellent,gala.jpg
99,629,2,2,3770,3.5,Pink Lady,Poor,pinkLady.jpg
82,629,2,3,3770,2,Gala,Poor,gala.jpg
77,629,3,1,3771,1.5,Gala,Poor,gala.jpg
72,629,3,2,3771,1,Gala,Poor,gala.jpg
63,629,3,3,3771,3.5,Honeycrisp,Average,honeycrisp.jpg
34,629,4,1,3772,4,Pink Lady,Excellent,pinkLady.jpg
5,629,4,2,3772,1,Red Delicious,Excellent,redDelicious.jpg
29,629,4,3,3772,3.5,Pink Lady,Excellent,pinkLady.jpg
31,629,5,1,3773,4,Fuji,Excellent,fuji.jpg
90,629,5,2,3773,2.5,Red Delicious,Poor,redDelicious.jpg
16,629,5,3,3773,2.5,Fuji,Excellent,fuji.jpg
85,629,6,1,3774,2,Red Delicious,Poor,redDelicious.jpg
104,629,6,2,3774,4,Pink Lady,Poor,pinkLady.jpg
4,629,6,3,3774,1,Pink Lady,Excellent,pinkLady.jpg
2,630,1,1,3775,1,Gala,Excellent,gala.jpg
78,630,1,2,3775,1.5,Honeycrisp,Poor,honeycrisp.jpg
15,630,1,3,3775,2,Red Delicious,Excellent,redDelicious.jpg
58,630,2,1,3776,3,Honeycrisp,Average,honeycrisp.jpg
97,630,2,2,3776,3.5,Gala,Poor,gala.jpg
77,630,2,3,3776,1.5,Gala,Poor,gala.jpg
65,630,3,1,3777,3.5,Red Delicious,Average,redDelicious.jpg
2,630,3,2,3777,1,Gala,Excellent,gala.jpg
27,630,3,3,3777,3.5,Gala,Excellent,gala.jpg
16,630,4,1,3778,2.5,Fuji,Excellent,fuji.jpg
102,630,4,2,3778,4,Gala,Poor,gala.jpg
49,630,4,3,3778,2,Pink Lady,Average,pinkLady.jpg
5,630,5,1,3779,1,Red Delicious,Excellent,redDelicious.jpg
16,630,5,2,3779,2.5,Fuji,Excellent,fuji.jpg
63,630,5,3,3779,3.5,Honeycrisp,Average,honeycrisp.jpg
103,630,6,1,3780,4,Honeycrisp,Poor,honeycrisp.jpg
71,630,6,2,3780,1,Fuji,Poor,fuji.jpg
92,630,6,3,3780,3,Gala,Poor,gala.jpg
22,631,1,1,3781,3,Gala,Excellent,gala.jpg
8,631,1,2,3781,1.5,Honeycrisp,Excellent,honeycrisp.jpg
90,631,1,3,3781,2.5,Red Delicious,Poor,redDelicious.jpg
90,631,2,1,3782,2.5,Red Delicious,Poor,redDelicious.jpg
97,631,2,2,3782,3.5,Gala,Poor,gala.jpg
17,631,2,3,3782,2.5,Gala,Excellent,gala.jpg
96,631,3,1,3783,3.5,Fuji,Poor,fuji.jpg
86,631,3,2,3783,2.5,Fuji,Poor,fuji.jpg
15,631,3,3,3783,2,Red Delicious,Excellent,redDelicious.jpg
81,631,4,1,3784,2,Fuji,Poor,fuji.jpg
1,631,4,2,3784,1,Fuji,Excellent,fuji.jpg
5,631,4,3,3784,1,Red Delicious,Excellent,redDelicious.jpg
72,631,5,1,3785,1,Gala,Poor,gala.jpg
70,631,5,2,3785,4,Red Delicious,Average,redDelicious.jpg
24,631,5,3,3785,3,Pink Lady,Excellent,pinkLady.jpg
17,631,6,1,3786,2.5,Gala,Excellent,gala.jpg
95,631,6,2,3786,3,Red Delicious,Poor,redDelicious.jpg
19,631,6,3,3786,2.5,Pink Lady,Excellent,pinkLady.jpg
1,632,1,1,3787,1,Fuji,Excellent,fuji.jpg
70,632,1,2,3787,4,Red Delicious,Average,redDelicious.jpg
13,632,1,3,3787,2,Honeycrisp,Excellent,honeycrisp.jpg
62,632,2,1,3788,3.5,Gala,Average,gala.jpg
77,632,2,2,3788,1.5,Gala,Poor,gala.jpg
28,632,2,3,3788,3.5,Honeycrisp,Excellent,honeycrisp.jpg
42,632,3,1,3789,1.5,Gala,Average,gala.jpg
102,632,3,2,3789,4,Gala,Poor,gala.jpg
39,632,3,3,3789,1,Pink Lady,Average,pinkLady.jpg
19,632,4,1,3790,2.5,Pink Lady,Excellent,pinkLady.jpg
20,632,4,2,3790,2.5,Red Delicious,Excellent,redDelicious.jpg
47,632,4,3,3790,2,Gala,Average,gala.jpg
76,632,5,1,3791,1.5,Fuji,Poor,fuji.jpg
97,632,5,2,3791,3.5,Gala,Poor,gala.jpg
31,632,5,3,3791,4,Fuji,Excellent,fuji.jpg
59,632,6,1,3792,3,Pink Lady,Average,pinkLady.jpg
34,632,6,2,3792,4,Pink Lady,Excellent,pinkLady.jpg
13,632,6,3,3792,2,Honeycrisp,Excellent,honeycrisp.jpg
74,633,1,1,3793,1,Pink Lady,Poor,pinkLady.jpg
68,633,1,2,3793,4,Honeycrisp,Average,honeycrisp.jpg
61,633,1,3,3793,3.5,Fuji,Average,fuji.jpg
22,633,2,1,3794,3,Gala,Excellent,gala.jpg
14,633,2,2,3794,2,Pink Lady,Excellent,pinkLady.jpg
80,633,2,3,3794,1.5,Red Delicious,Poor,redDelicious.jpg
43,633,3,1,3795,1.5,Honeycrisp,Average,honeycrisp.jpg
39,633,3,2,3795,1,Pink Lady,Average,pinkLady.jpg
67,633,3,3,3795,4,Gala,Average,gala.jpg
89,633,4,1,3796,2.5,Pink Lady,Poor,pinkLady.jpg
46,633,4,2,3796,2,Fuji,Average,fuji.jpg
41,633,4,3,3796,1.5,Fuji,Average,fuji.jpg
30,633,5,1,3797,3.5,Red Delicious,Excellent,redDelicious.jpg
53,633,5,2,3797,2.5,Honeycrisp,Average,honeycrisp.jpg
71,633,5,3,3797,1,Fuji,Poor,fuji.jpg
69,633,6,1,3798,4,Pink Lady,Average,pinkLady.jpg
21,633,6,2,3798,3,Fuji,Excellent,fuji.jpg
31,633,6,3,3798,4,Fuji,Excellent,fuji.jpg
4,634,1,1,3799,1,Pink Lady,Excellent,pinkLady.jpg
105,634,1,2,3799,4,Red Delicious,Poor,redDelicious.jpg
14,634,1,3,3799,2,Pink Lady,Excellent,pinkLady.jpg
102,634,2,1,3800,4,Gala,Poor,gala.jpg
82,634,2,2,3800,2,Gala,Poor,gala.jpg
42,634,2,3,3800,1.5,Gala,Average,gala.jpg
24,634,3,1,3801,3,Pink Lady,Excellent,pinkLady.jpg
65,634,3,2,3801,3.5,Red Delicious,Average,redDelicious.jpg
66,634,3,3,3801,4,Fuji,Average,fuji.jpg
100,634,4,1,3802,3.5,Red Delicious,Poor,redDelicious.jpg
47,634,4,2,3802,2,Gala,Average,gala.jpg
98,634,4,3,3802,3.5,Honeycrisp,Poor,honeycrisp.jpg
4,634,5,1,3803,1,Pink Lady,Excellent,pinkLady.jpg
56,634,5,2,3803,3,Fuji,Average,fuji.jpg
11,634,5,3,3803,2,Fuji,Excellent,fuji.jpg
9,634,6,1,3804,1.5,Pink Lady,Excellent,pinkLady.jpg
29,634,6,2,3804,3.5,Pink Lady,Excellent,pinkLady.jpg
96,634,6,3,3804,3.5,Fuji,Poor,fuji.jpg
65,635,1,1,3805,3.5,Red Delicious,Average,redDelicious.jpg
33,635,1,2,3805,4,Honeycrisp,Excellent,honeycrisp.jpg
7,635,1,3,3805,1.5,Gala,Excellent,gala.jpg
17,635,2,1,3806,2.5,Gala,Excellent,gala.jpg
48,635,2,2,3806,2,Honeycrisp,Average,honeycrisp.jpg
41,635,2,3,3806,1.5,Fuji,Average,fuji.jpg
50,635,3,1,3807,2,Red Delicious,Average,redDelicious.jpg
79,635,3,2,3807,1.5,Pink Lady,Poor,pinkLady.jpg
33,635,3,3,3807,4,Honeycrisp,Excellent,honeycrisp.jpg
53,635,4,1,3808,2.5,Honeycrisp,Average,honeycrisp.jpg
90,635,4,2,3808,2.5,Red Delicious,Poor,redDelicious.jpg
77,635,4,3,3808,1.5,Gala,Poor,gala.jpg
82,635,5,1,3809,2,Gala,Poor,gala.jpg
9,635,5,2,3809,1.5,Pink Lady,Excellent,pinkLady.jpg
46,635,5,3,3809,2,Fuji,Average,fuji.jpg
53,635,6,1,3810,2.5,Honeycrisp,Average,honeycrisp.jpg
81,635,6,2,3810,2,Fuji,Poor,fuji.jpg
7,635,6,3,3810,1.5,Gala,Excellent,gala.jpg
9,636,1,1,3811,1.5,Pink Lady,Excellent,pinkLady.jpg
27,636,1,2,3811,3.5,Gala,Excellent,gala.jpg
89,636,1,3,3811,2.5,Pink Lady,Poor,pinkLady.jpg
46,636,2,1,3812,2,Fuji,Average,fuji.jpg
69,636,2,2,3812,4,Pink Lady,Average,pinkLady.jpg
100,636,2,3,3812,3.5,Red Delicious,Poor,redDelicious.jpg
67,636,3,1,3813,4,Gala,Average,gala.jpg
84,636,3,2,3813,2,Pink Lady,Poor,pinkLady.jpg
76,636,3,3,3813,1.5,Fuji,Poor,fuji.jpg
52,636,4,1,3814,2.5,Gala,Average,gala.jpg
87,636,4,2,3814,2.5,Gala,Poor,gala.jpg
105,636,4,3,3814,4,Red Delicious,Poor,redDelicious.jpg
55,636,5,1,3815,2.5,Red Delicious,Average,redDelicious.jpg
18,636,5,2,3815,2.5,Honeycrisp,Excellent,honeycrisp.jpg
58,636,5,3,3815,3,Honeycrisp,Average,honeycrisp.jpg
3,636,6,1,3816,1,Honeycrisp,Excellent,honeycrisp.jpg
50,636,6,2,3816,2,Red Delicious,Average,redDelicious.jpg
73,636,6,3,3816,1,Honeycrisp,Poor,honeycrisp.jpg
30,637,1,1,3817,3.5,Red Delicious,Excellent,redDelicious.jpg
47,637,1,2,3817,2,Gala,Average,gala.jpg
99,637,1,3,3817,3.5,Pink Lady,Poor,pinkLady.jpg
27,637,2,1,3818,3.5,Gala,Excellent,gala.jpg
6,637,2,2,3818,1.5,Fuji,Excellent,fuji.jpg
93,637,2,3,3818,3,Honeycrisp,Poor,honeycrisp.jpg
71,637,3,1,3819,1,Fuji,Poor,fuji.jpg
95,637,3,2,3819,3,Red Delicious,Poor,redDelicious.jpg
12,637,3,3,3819,2,Gala,Excellent,gala.jpg
85,637,4,1,3820,2,Red Delicious,Poor,redDelicious.jpg
1,637,4,2,3820,1,Fuji,Excellent,fuji.jpg
55,637,4,3,3820,2.5,Red Delicious,Average,redDelicious.jpg
10,637,5,1,3821,1.5,Red Delicious,Excellent,redDelicious.jpg
49,637,5,2,3821,2,Pink Lady,Average,pinkLady.jpg
71,637,5,3,3821,1,Fuji,Poor,fuji.jpg
65,637,6,1,3822,3.5,Red Delicious,Average,redDelicious.jpg
18,637,6,2,3822,2.5,Honeycrisp,Excellent,honeycrisp.jpg
8,637,6,3,3822,1.5,Honeycrisp,Excellent,honeycrisp.jpg
12,638,1,1,3823,2,Gala,Excellent,gala.jpg
16,638,1,2,3823,2.5,Fuji,Excellent,fuji.jpg
22,638,1,3,3823,3,Gala,Excellent,gala.jpg
98,638,2,1,3824,3.5,Honeycrisp,Poor,honeycrisp.jpg
101,638,2,2,3824,4,Fuji,Poor,fuji.jpg
41,638,2,3,3824,1.5,Fuji,Average,fuji.jpg
33,638,3,1,3825,4,Honeycrisp,Excellent,honeycrisp.jpg
69,638,3,2,3825,4,Pink Lady,Average,pinkLady.jpg
41,638,3,3,3825,1.5,Fuji,Average,fuji.jpg
47,638,4,1,3826,2,Gala,Average,gala.jpg
2,638,4,2,3826,1,Gala,Excellent,gala.jpg
93,638,4,3,3826,3,Honeycrisp,Poor,honeycrisp.jpg
39,638,5,1,3827,1,Pink Lady,Average,pinkLady.jpg
58,638,5,2,3827,3,Honeycrisp,Average,honeycrisp.jpg
17,638,5,3,3827,2.5,Gala,Excellent,gala.jpg
58,638,6,1,3828,3,Honeycrisp,Average,honeycrisp.jpg
76,638,6,2,3828,1.5,Fuji,Poor,fuji.jpg
74,638,6,3,3828,1,Pink Lady,Poor,pinkLady.jpg
11,639,1,1,3829,2,Fuji,Excellent,fuji.jpg
27,639,1,2,3829,3.5,Gala,Excellent,gala.jpg
66,639,1,3,3829,4,Fuji,Average,fuji.jpg
94,639,2,1,3830,3,Pink Lady,Poor,pinkLady.jpg
2,639,2,2,3830,1,Gala,Excellent,gala.jpg
1,639,2,3,3830,1,Fuji,Excellent,fuji.jpg
38,639,3,1,3831,1,Honeycrisp,Average,honeycrisp.jpg
22,639,3,2,3831,3,Gala,Excellent,gala.jpg
15,639,3,3,3831,2,Red Delicious,Excellent,redDelicious.jpg
11,639,4,1,3832,2,Fuji,Excellent,fuji.jpg
41,639,4,2,3832,1.5,Fuji,Average,fuji.jpg
76,639,4,3,3832,1.5,Fuji,Poor,fuji.jpg
102,639,5,1,3833,4,Gala,Poor,gala.jpg
3,639,5,2,3833,1,Honeycrisp,Excellent,honeycrisp.jpg
88,639,5,3,3833,2.5,Honeycrisp,Poor,honeycrisp.jpg
29,639,6,1,3834,3.5,Pink Lady,Excellent,pinkLady.jpg
101,639,6,2,3834,4,Fuji,Poor,fuji.jpg
27,639,6,3,3834,3.5,Gala,Excellent,gala.jpg
25,640,1,1,3835,3,Red Delicious,Excellent,redDelicious.jpg
11,640,1,2,3835,2,Fuji,Excellent,fuji.jpg
34,640,1,3,3835,4,Pink Lady,Excellent,pinkLady.jpg
58,640,2,1,3836,3,Honeycrisp,Average,honeycrisp.jpg
5,640,2,2,3836,1,Red Delicious,Excellent,redDelicious.jpg
89,640,2,3,3836,2.5,Pink Lady,Poor,pinkLady.jpg
